Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
MÁLAGA,OSASUNA,1-1,0-0,4.3,7.1,6.3,55,45,6.0,4.0,13.0,3.0,5.0,35.0,71.0,24.0,11.0,11.0,2.0,0.0,0.0,2.0,3.0,8.0,3.0,3.0,29.0,67.0,21.0,23.0,23.0,3.0,0.0,0.0
DEPORTIVO,EIBAR,2-1,0-0,6.4,7.2,5.2,50,50,5.0,6.0,11.0,0.0,1.0,33.0,76.0,14.0,26.0,14.0,3.0,0.0,0.0,3.0,6.0,13.0,4.0,8.0,16.0,74.0,8.0,17.0,18.0,3.0,0.0,0.0
BARCELONA,REAL BETIS,6-2,3-1,8.7,8.8,4.0,73,27,6.0,12.0,30.0,12.0,10.0,16.0,89.0,8.0,8.0,17.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,11.0,71.0,9.0,28.0,13.0,3.0,0.0,0.0
GRANADA,VILLARREAL,1-1,0-0,4.2,6.3,6.6,68,32,6.0,1.0,7.0,0.0,7.0,26.0,84.0,11.0,12.0,17.0,2.0,0.0,0.0,5.0,3.0,12.0,4.0,3.0,33.0,65.0,8.0,23.0,11.0,3.0,0.0,0.0
SEVILLA FC,ESPANYOL,6-4,3-3,9.8,7.4,5.7,74,26,2.0,11.0,16.0,3.0,8.0,26.0,84.0,17.0,11.0,8.0,2.0,0.0,0.0,1.0,7.0,10.0,2.0,2.0,22.0,68.0,5.0,26.0,15.0,2.0,0.0,0.0
GIJÓN,ATHLETIC,2-1,0-0,6.4,6.7,4.9,38,62,7.0,4.0,12.0,1.0,2.0,18.0,57.0,14.0,36.0,18.0,3.0,0.0,0.0,7.0,4.0,13.0,2.0,5.0,32.0,72.0,26.0,9.0,15.0,3.0,0.0,0.0
REAL SOCIEDAD,REAL MADRID,0-3,0-2,5.8,4.8,8.3,45,55,4.0,0.0,8.0,4.0,4.0,28.0,78.0,10.0,18.0,22.0,2.0,0.0,0.0,7.0,8.0,18.0,3.0,7.0,28.0,82.0,11.0,12.0,11.0,3.0,0.0,0.0
ATLETICO MADRID,ALAVÉS,1-1,0-0,6.3,7.2,5.7,62,38,13.0,6.0,27.0,8.0,20.0,24.0,84.0,24.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,11.0,66.0,21.0,34.0,15.0,4.0,0.0,0.0
CELTA,LEGANÉS,0-1,0-0,4.1,6.1,7.3,64,36,4.0,2.0,10.0,4.0,8.0,23.0,82.0,14.0,7.0,5.0,4.0,0.0,0.0,5.0,6.0,15.0,4.0,4.0,20.0,70.0,22.0,26.0,13.0,1.0,0.0,1.0
VALENCIA,LAS PALMAS,2-4,2-3,8.9,5.5,7.9,58,42,7.0,8.0,17.0,2.0,12.0,17.0,87.0,10.0,2.0,15.0,2.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,13.0,80.0,9.0,36.0,18.0,2.0,0.0,0.0
REAL BETIS,DEPORTIVO,0-0,0-0,2.7,6.6,6.3,57,43,6.0,5.0,15.0,4.0,13.0,25.0,80.0,14.0,11.0,20.0,0.0,0.0,0.0,9.0,1.0,12.0,2.0,2.0,21.0,75.0,8.0,31.0,15.0,2.0,0.0,0.0
ESPANYOL,MÁLAGA,2-2,1-0,6.8,5.9,6.8,50,50,4.0,2.0,7.0,1.0,3.0,28.0,74.0,17.0,25.0,20.0,2.0,0.0,0.0,4.0,3.0,9.0,2.0,4.0,27.0,73.0,20.0,16.0,17.0,4.0,0.0,0.0
OSASUNA,REAL SOCIEDAD,0-2,0-1,3.9,5.6,6.9,45,55,5.0,3.0,9.0,1.0,10.0,33.0,68.0,27.0,17.0,14.0,2.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,32.0,72.0,25.0,26.0,14.0,1.0,0.0,0.0
EIBAR,VALENCIA,1-0,0-0,4.1,6.3,5.8,39,61,4.0,6.0,14.0,4.0,6.0,23.0,68.0,12.0,20.0,13.0,2.0,0.0,0.0,8.0,3.0,14.0,3.0,10.0,28.0,77.0,16.0,25.0,11.0,2.0,0.0,0.0
REAL MADRID,CELTA,2-1,0-0,7.4,7.7,5.1,53,47,11.0,10.0,24.0,3.0,7.0,21.0,87.0,17.0,17.0,8.0,0.0,0.0,0.0,3.0,3.0,8.0,2.0,2.0,21.0,79.0,7.0,19.0,11.0,2.0,0.0,0.0
LEGANÉS,ATLETICO MADRID,0-0,0-0,2.0,6.1,6.9,36,64,2.0,1.0,6.0,3.0,1.0,21.0,61.0,21.0,21.0,19.0,3.0,0.0,0.0,4.0,3.0,10.0,3.0,8.0,30.0,75.0,26.0,13.0,5.0,1.0,0.0,0.0
LAS PALMAS,GRANADA,5-1,1-1,6.6,8.9,4.0,54,46,4.0,10.0,15.0,1.0,6.0,31.0,82.0,14.0,15.0,8.0,5.0,0.0,0.0,5.0,2.0,13.0,6.0,4.0,24.0,80.0,8.0,14.0,16.0,1.0,0.0,0.0
ALAVÉS,GIJÓN,0-0,0-0,2.3,6.4,6.9,51,49,7.0,2.0,13.0,4.0,4.0,24.0,83.0,18.0,23.0,10.0,1.0,0.0,0.0,5.0,1.0,7.0,1.0,6.0,27.0,79.0,14.0,23.0,12.0,1.0,0.0,0.0
ATHLETIC,BARCELONA,0-1,0-1,3.3,6.1,6.4,37,63,4.0,4.0,9.0,1.0,4.0,18.0,77.0,8.0,10.0,20.0,5.0,0.0,0.0,8.0,3.0,12.0,1.0,4.0,20.0,85.0,7.0,25.0,13.0,4.0,0.0,0.0
VILLARREAL,SEVILLA FC,0-0,0-0,2.5,7.1,6.0,38,62,5.0,5.0,12.0,2.0,5.0,18.0,72.0,9.0,17.0,16.0,1.0,0.0,0.0,5.0,0.0,6.0,1.0,1.0,26.0,83.0,9.0,12.0,12.0,3.0,0.0,0.0
REAL SOCIEDAD,ESPANYOL,1-1,0-0,3.8,7.0,6.3,65,35,4.0,3.0,9.0,2.0,11.0,32.0,81.0,20.0,13.0,10.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,24.0,67.0,10.0,42.0,10.0,3.0,1.0,0.0
CELTA,ATLETICO MADRID,0-4,0-0,5.7,4.9,8.6,58,42,5.0,1.0,9.0,3.0,6.0,17.0,79.0,15.0,7.0,13.0,1.0,0.0,0.0,6.0,6.0,14.0,2.0,4.0,30.0,73.0,13.0,22.0,12.0,2.0,0.0,0.0
REAL MADRID,OSASUNA,5-2,3-0,9.6,8.1,4.1,61,39,12.0,11.0,25.0,2.0,6.0,18.0,88.0,16.0,18.0,14.0,2.0,0.0,0.0,5.0,3.0,10.0,2.0,7.0,22.0,75.0,9.0,22.0,14.0,3.0,1.0,0.0
MÁLAGA,VILLARREAL,0-2,0-2,4.5,5.9,7.0,51,49,7.0,2.0,16.0,7.0,9.0,30.0,71.0,22.0,13.0,8.0,2.0,0.0,0.0,3.0,6.0,12.0,3.0,7.0,31.0,74.0,16.0,37.0,14.0,1.0,0.0,0.0
SEVILLA FC,LAS PALMAS,2-1,0-1,6.8,6.6,5.2,66,34,5.0,7.0,15.0,3.0,10.0,19.0,86.0,16.0,3.0,15.0,3.0,0.0,0.0,1.0,4.0,7.0,2.0,1.0,15.0,78.0,10.0,19.0,13.0,5.0,1.0,0.0
BARCELONA,ALAVÉS,1-2,0-1,5.4,6.2,6.9,75,25,12.0,2.0,16.0,2.0,13.0,19.0,90.0,9.0,4.0,12.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,14.0,66.0,12.0,30.0,12.0,1.0,0.0,0.0
GIJÓN,LEGANÉS,2-1,2-0,5.0,7.5,5.1,55,45,3.0,4.0,7.0,0.0,3.0,19.0,78.0,15.0,21.0,12.0,0.0,0.0,0.0,6.0,2.0,9.0,1.0,5.0,24.0,76.0,32.0,18.0,16.0,2.0,0.0,0.0
VALENCIA,REAL BETIS,2-3,0-1,9.5,6.3,6.6,55,45,10.0,10.0,24.0,4.0,5.0,13.0,85.0,8.0,17.0,15.0,2.0,0.0,1.0,4.0,5.0,12.0,3.0,5.0,17.0,80.0,6.0,14.0,21.0,4.0,0.0,0.0
GRANADA,EIBAR,1-2,0-1,6.9,5.4,6.8,70,30,8.0,5.0,16.0,3.0,6.0,28.0,84.0,15.0,24.0,7.0,2.0,0.0,0.0,1.0,8.0,10.0,1.0,7.0,20.0,57.0,15.0,27.0,8.0,0.0,0.0,1.0
DEPORTIVO,ATHLETIC,0-1,0-1,3.2,6.2,6.3,60,40,6.0,3.0,16.0,7.0,7.0,26.0,83.0,13.0,16.0,15.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,6.0,26.0,69.0,27.0,24.0,15.0,3.0,0.0,0.0
REAL BETIS,GRANADA,2-2,1-2,9.3,5.7,5.8,64,36,8.0,7.0,23.0,8.0,7.0,24.0,83.0,14.0,5.0,13.0,5.0,1.0,0.0,5.0,8.0,15.0,2.0,3.0,17.0,70.0,7.0,19.0,17.0,4.0,1.0,0.0
LEGANÉS,BARCELONA,1-5,0-3,6.5,4.7,8.1,37,63,7.0,6.0,15.0,2.0,2.0,16.0,75.0,7.0,10.0,28.0,4.0,0.0,0.0,2.0,7.0,10.0,1.0,5.0,12.0,85.0,8.0,13.0,7.0,2.0,0.0,0.0
ATLETICO MADRID,GIJÓN,5-0,3-0,6.0,9.2,4.3,54,46,8.0,7.0,18.0,3.0,1.0,18.0,84.0,10.0,18.0,14.0,0.0,0.0,0.0,2.0,1.0,10.0,7.0,4.0,22.0,80.0,11.0,16.0,9.0,2.0,0.0,0.0
EIBAR,SEVILLA FC,1-1,0-1,4.2,5.5,7.0,45,55,4.0,2.0,10.0,4.0,4.0,31.0,71.0,10.0,10.0,19.0,1.0,0.0,2.0,4.0,4.0,8.0,0.0,2.0,23.0,77.0,3.0,27.0,10.0,1.0,0.0,0.0
LAS PALMAS,MÁLAGA,1-0,1-0,2.8,6.9,6.1,65,35,4.0,2.0,6.0,0.0,2.0,17.0,86.0,15.0,21.0,11.0,3.0,0.0,0.0,5.0,2.0,10.0,3.0,2.0,24.0,70.0,11.0,3.0,18.0,1.0,0.0,0.0
OSASUNA,CELTA,0-0,0-0,2.9,5.9,7.6,39,61,4.0,1.0,8.0,3.0,3.0,28.0,63.0,7.0,15.0,18.0,4.0,0.0,0.0,6.0,5.0,13.0,2.0,5.0,26.0,80.0,19.0,19.0,14.0,1.0,0.0,0.0
ATHLETIC,VALENCIA,2-1,2-1,5.4,7.0,6.0,46,54,5.0,4.0,13.0,4.0,7.0,28.0,71.0,21.0,16.0,20.0,4.0,0.0,0.0,5.0,2.0,10.0,3.0,1.0,29.0,77.0,15.0,20.0,20.0,4.0,0.0,0.0
VILLARREAL,REAL SOCIEDAD,2-1,2-1,5.5,6.6,5.5,40,60,4.0,4.0,9.0,1.0,3.0,13.0,77.0,8.0,24.0,13.0,2.0,0.0,0.0,5.0,2.0,15.0,8.0,6.0,23.0,83.0,15.0,10.0,16.0,4.0,1.0,0.0
ESPANYOL,REAL MADRID,0-2,0-1,4.7,5.4,7.7,40,60,5.0,2.0,11.0,4.0,4.0,18.0,84.0,7.0,13.0,19.0,4.0,0.0,0.0,2.0,7.0,13.0,4.0,5.0,20.0,90.0,8.0,13.0,8.0,2.0,0.0,0.0
ALAVÉS,DEPORTIVO,0-0,0-0,2.9,5.9,6.8,53,47,6.0,1.0,9.0,2.0,4.0,25.0,83.0,14.0,14.0,16.0,3.0,0.0,0.0,10.0,1.0,16.0,5.0,5.0,18.0,81.0,17.0,18.0,8.0,4.0,0.0,0.0
MÁLAGA,EIBAR,2-1,1-1,5.7,7.6,5.1,54,46,6.0,6.0,14.0,2.0,7.0,37.0,78.0,23.0,14.0,7.0,2.0,0.0,0.0,6.0,3.0,12.0,3.0,5.0,26.0,67.0,19.0,27.0,13.0,4.0,0.0,0.0
SEVILLA FC,REAL BETIS,1-0,0-0,2.9,6.8,5.9,56,44,6.0,3.0,12.0,3.0,6.0,25.0,78.0,14.0,15.0,24.0,5.0,0.0,0.0,3.0,2.0,8.0,3.0,2.0,21.0,69.0,19.0,18.0,17.0,4.0,0.0,0.0
REAL MADRID,VILLARREAL,1-1,0-1,5.4,6.5,6.3,59,41,7.0,6.0,23.0,10.0,17.0,25.0,89.0,22.0,1.0,9.0,4.0,0.0,0.0,3.0,3.0,8.0,2.0,3.0,13.0,82.0,5.0,32.0,9.0,1.0,0.0,0.0
CELTA,GIJÓN,2-1,0-0,5.3,6.4,5.1,68,32,7.0,5.0,15.0,3.0,8.0,36.0,77.0,20.0,8.0,16.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,22.0,51.0,24.0,27.0,8.0,3.0,0.0,0.0
BARCELONA,ATLETICO MADRID,1-1,1-0,5.1,6.9,6.7,70,30,4.0,7.0,19.0,8.0,8.0,31.0,90.0,8.0,4.0,14.0,2.0,0.0,0.0,5.0,4.0,9.0,6.0,2.0,11.0,78.0,14.0,26.0,17.0,4.0,0.0,0.0
REAL SOCIEDAD,LAS PALMAS,4-1,3-0,6.1,7.7,4.5,59,41,7.0,7.0,17.0,3.0,7.0,14.0,89.0,11.0,9.0,3.0,1.0,0.0,0.0,3.0,3.0,8.0,2.0,4.0,23.0,82.0,7.0,22.0,7.0,2.0,0.0,1.0
GRANADA,ATHLETIC,1-2,1-1,5.8,5.6,7.6,57,43,5.0,2.0,13.0,6.0,6.0,36.0,79.0,9.0,16.0,8.0,1.0,0.0,0.0,3.0,7.0,12.0,2.0,3.0,33.0,68.0,20.0,23.0,9.0,0.0,0.0,0.0
OSASUNA,ESPANYOL,1-2,0-1,6.5,6.3,6.3,51,49,4.0,12.0,18.0,2.0,7.0,28.0,71.0,19.0,8.0,16.0,2.0,0.0,0.0,8.0,2.0,10.0,0.0,1.0,28.0,70.0,11.0,12.0,15.0,1.0,0.0,0.0
DEPORTIVO,LEGANÉS,1-2,1-0,5.4,6.2,6.6,54,46,6.0,5.0,12.0,1.0,7.0,23.0,75.0,17.0,7.0,20.0,0.0,0.0,0.0,5.0,2.0,8.0,1.0,1.0,16.0,72.0,27.0,29.0,18.0,3.0,0.0,0.0
VALENCIA,ALAVÉS,2-1,1-1,5.6,7.1,5.9,49,51,6.0,2.0,12.0,4.0,6.0,26.0,82.0,12.0,16.0,14.0,2.0,0.0,0.0,5.0,1.0,8.0,2.0,4.0,23.0,80.0,12.0,25.0,13.0,3.0,0.0,0.0
REAL BETIS,MÁLAGA,1-0,1-0,4.1,6.6,6.0,50,50,5.0,4.0,11.0,2.0,6.0,24.0,74.0,11.0,19.0,20.0,4.0,0.0,0.0,7.0,6.0,16.0,3.0,5.0,29.0,70.0,15.0,13.0,15.0,6.0,0.0,0.0
EIBAR,REAL SOCIEDAD,2-0,0-0,3.8,6.1,4.7,54,46,10.0,3.0,17.0,4.0,5.0,29.0,73.0,15.0,23.0,15.0,4.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,27.0,62.0,27.0,24.0,13.0,2.0,0.0,1.0
GIJÓN,BARCELONA,0-5,0-2,6.8,4.6,8.7,39,61,2.0,3.0,10.0,5.0,4.0,24.0,74.0,9.0,9.0,15.0,2.0,1.0,0.0,5.0,7.0,13.0,1.0,3.0,16.0,86.0,12.0,9.0,10.0,0.0,0.0,0.0
ATHLETIC,SEVILLA FC,3-1,1-0,6.3,7.1,4.9,35,65,5.0,7.0,14.0,2.0,4.0,23.0,67.0,13.0,16.0,9.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,5.0,36.0,84.0,10.0,12.0,9.0,2.0,0.0,1.0
LAS PALMAS,REAL MADRID,2-2,1-1,9.1,6.7,6.5,55,45,2.0,6.0,8.0,7.0,0.0,16.0,86.0,8.0,20.0,7.0,3.0,0.0,0.0,9.0,11.0,27.0,7.0,5.0,27.0,85.0,8.0,5.0,19.0,2.0,0.0,0.0
LEGANÉS,VALENCIA,1-2,1-1,5.4,5.3,6.6,52,48,3.0,3.0,7.0,1.0,1.0,27.0,72.0,24.0,10.0,19.0,4.0,0.0,0.0,3.0,4.0,10.0,3.0,5.0,22.0,73.0,19.0,16.0,17.0,4.0,0.0,0.0
ATLETICO MADRID,DEPORTIVO,1-0,0-0,6.0,6.7,5.8,67,33,10.0,5.0,21.0,6.0,10.0,16.0,88.0,11.0,12.0,13.0,1.0,0.0,0.0,5.0,1.0,8.0,2.0,32.0,21.0,71.0,6.0,32.0,19.0,3.0,1.0,0.0
VILLARREAL,OSASUNA,3-1,3-1,5.7,7.2,5.2,60,40,6.0,4.0,12.0,2.0,5.0,18.0,86.0,8.0,20.0,7.0,0.0,0.0,0.0,6.0,3.0,11.0,2.0,5.0,22.0,77.0,17.0,11.0,16.0,2.0,0.0,0.0
ESPANYOL,CELTA,0-2,0-0,4.8,5.5,7.4,43,57,4.0,2.0,10.0,4.0,4.0,22.0,73.0,21.0,10.0,15.0,2.0,0.0,0.0,4.0,4.0,12.0,4.0,7.0,9.0,81.0,21.0,19.0,13.0,3.0,0.0,0.0
ALAVÉS,GRANADA,3-1,0-0,6.6,6.8,5.7,43,57,6.0,6.0,16.0,4.0,5.0,28.0,67.0,23.0,18.0,15.0,3.0,0.0,0.0,7.0,3.0,13.0,3.0,6.0,23.0,76.0,14.0,12.0,19.0,3.0,0.0,0.0
REAL SOCIEDAD,REAL BETIS,1-0,0-0,3.4,7.0,5.8,61,39,4.0,8.0,16.0,4.0,4.0,26.0,80.0,15.0,13.0,17.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,21.0,69.0,14.0,21.0,22.0,3.0,0.0,0.0
GRANADA,LEGANÉS,0-1,0-0,2.6,5.3,6.9,42,58,4.0,1.0,8.0,3.0,6.0,21.0,54.0,28.0,7.0,13.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0,4.0,27.0,70.0,19.0,26.0,20.0,0.0,0.0,0.0
SEVILLA FC,ALAVÉS,2-1,0-0,7.0,8.0,4.7,75,25,7.0,12.0,20.0,1.0,9.0,28.0,89.0,16.0,11.0,10.0,2.0,0.0,0.0,4.0,1.0,7.0,2.0,2.0,18.0,64.0,12.0,33.0,13.0,6.0,0.0,0.0
OSASUNA,LAS PALMAS,2-2,2-0,8.0,5.7,7.1,21,79,1.0,3.0,5.0,1.0,1.0,15.0,60.0,16.0,42.0,17.0,3.0,0.0,0.0,8.0,5.0,17.0,4.0,12.0,28.0,89.0,12.0,4.0,7.0,4.0,0.0,0.0
DEPORTIVO,GIJÓN,2-1,1-0,5.8,7.2,5.6,58,42,8.0,6.0,21.0,7.0,11.0,31.0,76.0,26.0,14.0,17.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,4.0,17.0,66.0,19.0,25.0,26.0,4.0,0.0,0.0
VALENCIA,ATLETICO MADRID,0-2,0-0,6.4,5.2,6.8,41,59,4.0,5.0,14.0,5.0,6.0,25.0,78.0,12.0,22.0,10.0,1.0,0.0,0.0,5.0,10.0,18.0,3.0,5.0,28.0,83.0,14.0,18.0,15.0,3.0,0.0,0.0
REAL MADRID,EIBAR,1-1,1-1,5.0,6.2,6.9,65,35,8.0,3.0,15.0,4.0,7.0,28.0,87.0,17.0,16.0,8.0,4.0,0.0,0.0,3.0,4.0,8.0,1.0,5.0,18.0,75.0,11.0,22.0,15.0,5.0,0.0,0.0
MÁLAGA,ATHLETIC,2-1,0-1,5.8,6.9,4.9,60,40,9.0,3.0,15.0,3.0,7.0,17.0,78.0,19.0,7.0,19.0,8.0,1.0,0.0,4.0,1.0,7.0,2.0,2.0,20.0,62.0,30.0,24.0,11.0,3.0,0.0,1.0
ESPANYOL,VILLARREAL,0-0,0-0,1.7,6.5,6.6,41,59,4.0,1.0,8.0,3.0,3.0,17.0,78.0,16.0,7.0,13.0,2.0,0.0,0.0,4.0,1.0,5.0,1.0,1.0,20.0,87.0,11.0,8.0,9.0,2.0,0.0,0.0
CELTA,BARCELONA,4-3,3-0,10.0,7.1,5.2,35,65,4.0,9.0,14.0,1.0,3.0,11.0,67.0,12.0,28.0,16.0,1.0,0.0,0.0,5.0,4.0,13.0,4.0,6.0,32.0,81.0,15.0,9.0,11.0,3.0,0.0,0.0
LAS PALMAS,ESPANYOL,0-0,0-0,2.9,7.6,5.8,67,33,4.0,8.0,13.0,1.0,8.0,16.0,89.0,8.0,17.0,13.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,4.0,21.0,74.0,15.0,19.0,21.0,3.0,0.0,0.0
LEGANÉS,SEVILLA FC,2-3,0-1,7.8,6.0,6.6,41,59,6.0,6.0,19.0,7.0,5.0,24.0,75.0,16.0,9.0,17.0,2.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,20.0,79.0,12.0,22.0,20.0,5.0,0.0,0.0
